case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,customer,seed,policy,domestic_capacity,active_customers
79:0,79,0,0,0,0.0,11.0,,14.0,,14.0,,15.0,cancelled_by_resolution,successful,15.0,e,1.0,d,resolved,0.45041942962650766,True,0.47042565019858995,15.0,15.0,,,15.0,15.0,15.0,2,0,equal,2,3
82:0,82,4,0,0,0.0,6.0,19.0,8.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2545469766510456,True,0.4162920712285151,19.0,8.0,no_remedy,,,44.0,44.0,1,0,equal,2,3
83:0,83,5,0,0,0.0,9.0,20.0,13.0,,13.0,21.0,14.0,successful,closed_unresolved,21.0,d,1.0,d,resolved,0.5415892646915648,True,0.506188904761806,21.0,14.0,remedy_supported,21.0,21.0,21.0,21.0,2,0,equal,2,3
85:0,85,2,0,0,0.0,7.0,20.0,9.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.31254583059964214,True,0.6,20.0,9.0,no_remedy,,,44.0,44.0,0,0,equal,2,3
88:0,88,4,0,0,0.0,6.0,21.0,8.0,,8.0,22.0,9.0,successful,closed_unresolved,22.0,d,1.0,d,resolved,0.27828789082103156,True,0.4162920712285151,22.0,9.0,remedy_supported,22.0,22.0,22.0,22.0,1,0,equal,2,3
89:0,89,4,0,0,0.0,,21.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5989296546636256,True,0.4162920712285151,21.0,,no_remedy,,,44.0,44.0,1,0,equal,2,3
90:0,90,5,0,0,0.0,10.0,22.0,13.0,,,23.0,,successful,closed_unresolved,23.0,d,1.0,d,resolved,0.6178074463153476,True,0.506188904761806,23.0,13.0,remedy_supported,23.0,23.0,23.0,23.0,2,0,equal,2,3
91:0,91,5,0,0,4.0,0.0,29.0,3.0,,,30.0,,successful,closed_unresolved,30.0,d,1.0,e,resolved,0.4788570711031347,True,0.506188904761806,30.0,3.0,remedy_supported,30.0,30.0,30.0,30.0,2,0,equal,2,3
92:0,92,4,0,0,0.0,4.0,22.0,6.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5847470334629051,True,0.4162920712285151,22.0,6.0,no_remedy,,,44.0,44.0,1,0,equal,2,3
99:0,99,3,0,0,0.0,,23.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6970744005175319,True,0.40760183202748823,23.0,,no_remedy,,,44.0,44.0,1,0,equal,2,3
100:0,100,1,0,0,0.0,6.0,23.0,8.0,,,24.0,,successful,closed_unresolved,24.0,d,1.0,d,resolved,0.3437810370402954,True,0.5994915417836008,24.0,8.0,remedy_supported,24.0,24.0,24.0,24.0,0,0,equal,2,3
101:0,101,1,0,0,0.0,14.0,24.0,16.0,,16.0,,17.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6530162742182607,True,0.5994915417836008,24.0,17.0,no_remedy,,,44.0,44.0,0,0,equal,2,3
102:0,102,3,0,0,0.0,,24.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.22262950080139038,True,0.40760183202748823,24.0,,no_remedy,,,44.0,44.0,1,0,equal,2,3
103:0,103,5,0,0,0.0,13.0,25.0,16.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7324613089902952,True,0.506188904761806,25.0,16.0,no_remedy,,,44.0,44.0,2,0,equal,2,3
104:0,104,5,0,0,0.0,,25.0,,,,26.0,,successful,unused,26.0,d,1.0,d,resolved,0.5808246765612821,True,0.506188904761806,26.0,,remedy_supported,26.0,26.0,26.0,26.0,2,0,equal,2,3
106:0,106,5,0,0,0.0,5.0,,7.0,,7.0,,8.0,cancelled_by_resolution,successful,8.0,e,1.0,d,resolved,0.9872708237055297,True,0.506188904761806,8.0,8.0,,,8.0,8.0,8.0,2,0,equal,2,3
107:0,107,0,0,0,0.0,7.0,26.0,11.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9241244578930374,True,0.47042565019858995,26.0,11.0,no_remedy,,,44.0,44.0,2,0,equal,2,3
108:0,108,4,0,0,0.0,8.0,,10.0,,10.0,,11.0,cancelled_by_resolution,successful,11.0,e,1.0,d,resolved,0.28682579742600656,True,0.4162920712285151,11.0,11.0,,,11.0,11.0,11.0,1,0,equal,2,3
111:0,111,0,0,0,0.0,0.0,26.0,4.0,,,27.0,,successful,closed_unresolved,27.0,d,1.0,d+e,resolved,0.5766195370648515,True,0.47042565019858995,27.0,4.0,remedy_supported,27.0,27.0,27.0,27.0,2,0,equal,2,3
112:0,112,2,0,0,0.0,5.0,,7.0,,7.0,,8.0,cancelled_by_resolution,successful,8.0,e,1.0,d,resolved,0.9471728508869972,True,0.6,8.0,8.0,,,8.0,8.0,8.0,0,0,equal,2,3
113:0,113,4,0,0,5.0,0.0,30.0,4.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7321578856744935,True,0.4162920712285151,30.0,4.0,no_remedy,,,44.0,44.0,1,0,equal,2,3
117:0,117,2,0,0,0.0,,27.0,,,,28.0,,successful,unused,28.0,d,1.0,d,resolved,0.4520993418102399,True,0.6,28.0,,remedy_supported,28.0,28.0,28.0,28.0,0,0,equal,2,3
118:0,118,0,0,0,0.0,8.0,27.0,11.0,,,28.0,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3424592674749437,True,0.47042565019858995,28.0,11.0,remedy_supported,28.0,,44.0,44.0,2,0,equal,2,3
0:0,0,0,0,0,0.0,,2.0,,,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.992760059691461,True,0.47042565019858995,3.0,,remedy_supported,3.0,3.0,3.0,3.0,0,0,equal,2,1
1:0,1,5,0,0,0.0,0.0,2.0,2.0,,2.0,3.0,3.0,successful,successful,3.0,d+e,1.0,d+e,resolved,0.42403633705529986,True,0.506188904761806,3.0,3.0,remedy_supported,3.0,3.0,3.0,3.0,0,0,equal,2,1
3:0,3,4,0,0,0.0,4.0,3.0,9.0,,9.0,,10.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.21223919630908938,True,0.4162920712285151,3.0,10.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
5:0,5,0,0,0,0.0,,3.0,,,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.4851427568135255,True,0.47042565019858995,4.0,,remedy_supported,4.0,4.0,4.0,4.0,0,0,equal,2,1
6:0,6,1,0,0,0.0,5.0,4.0,11.0,,11.0,,12.0,closed_unresolved,successful,12.0,e,1.0,d,resolved,0.9052472326700784,True,0.5994915417836008,4.0,12.0,no_remedy,,12.0,12.0,12.0,0,0,equal,2,1
7:0,7,0,0,0,0.0,0.0,,2.0,,2.0,,3.0,cancelled_by_resolution,successful,3.0,e,1.0,d+e,resolved,0.43136060466874526,True,0.47042565019858995,3.0,3.0,,,3.0,3.0,3.0,0,0,equal,2,1
8:0,8,0,0,0,0.0,,4.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3960478194003253,True,0.47042565019858995,4.0,,no_remedy,,,44.0,44.0,0,0,equal,2,1
10:0,10,1,0,0,0.0,5.0,5.0,12.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6438525166688605,True,0.5994915417836008,5.0,12.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
11:0,11,0,0,0,0.0,5.0,5.0,12.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3068491472644639,True,0.47042565019858995,5.0,12.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
12:0,12,5,0,0,0.0,7.0,6.0,17.0,,17.0,,18.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5273082560727348,True,0.506188904761806,6.0,18.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
15:0,15,3,0,0,0.0,,6.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9636525868444654,True,0.40760183202748823,6.0,,no_remedy,,,44.0,44.0,0,0,equal,2,1
16:0,16,3,0,0,0.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.4722846063408406,True,0.40760183202748823,8.0,,remedy_supported,8.0,8.0,8.0,8.0,0,0,equal,2,1
17:0,17,5,0,0,0.0,6.0,7.0,15.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.47358953296039524,True,0.506188904761806,7.0,15.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
19:0,19,4,0,0,0.0,8.0,8.0,,,,9.0,,successful,cancelled_by_resolution,9.0,d,1.0,d,resolved,0.7665179959059183,True,0.4162920712285151,9.0,9.0,remedy_supported,9.0,9.0,9.0,9.0,0,0,equal,2,1
20:0,20,4,0,0,0.0,9.0,8.0,19.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3300545909333682,True,0.4162920712285151,8.0,19.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
21:0,21,4,0,0,0.0,0.0,9.0,3.0,,3.0,10.0,4.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.8922244628158189,True,0.4162920712285151,10.0,4.0,remedy_supported,10.0,,44.0,44.0,0,0,equal,2,1
22:0,22,3,0,0,0.0,10.0,9.0,21.0,,21.0,,22.0,closed_unresolved,successful,22.0,e,1.0,d,resolved,0.8932192284287896,True,0.40760183202748823,9.0,22.0,no_remedy,,22.0,22.0,22.0,0,0,equal,2,1
24:0,24,3,0,0,0.0,11.0,10.0,22.0,,22.0,,23.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.40228009063611153,True,0.40760183202748823,10.0,23.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
27:0,27,2,0,0,0.0,9.0,10.0,19.0,,19.0,,20.0,closed_unresolved,successful,20.0,e,1.0,d,resolved,0.23505082056970572,True,0.6,10.0,20.0,no_remedy,,20.0,20.0,20.0,0,0,equal,2,1
30:0,30,0,0,0,0.0,9.0,11.0,,,,12.0,,successful,cancelled_by_resolution,12.0,d,1.0,d,resolved,0.812423584071269,True,0.47042565019858995,12.0,12.0,remedy_supported,12.0,12.0,12.0,12.0,0,0,equal,2,1
31:0,31,3,0,0,0.0,0.0,,3.0,,3.0,,4.0,cancelled_by_resolution,successful,4.0,e,1.0,d+e,resolved,0.9469976583411543,True,0.40760183202748823,4.0,4.0,,,4.0,4.0,4.0,0,0,equal,2,1
35:0,35,5,0,0,0.0,6.0,11.0,,,,12.0,,successful,cancelled_by_resolution,12.0,d,1.0,d,resolved,0.24004808460833615,True,0.506188904761806,12.0,12.0,remedy_supported,12.0,12.0,12.0,12.0,0,0,equal,2,1
37:0,37,5,0,0,0.0,0.0,12.0,4.0,,4.0,13.0,5.0,successful,closed_unresolved,13.0,d,1.0,d+e,resolved,0.9605148714067651,True,0.506188904761806,13.0,5.0,remedy_supported,13.0,13.0,13.0,13.0,0,0,equal,2,1
39:0,39,3,0,0,0.0,11.0,12.0,22.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.29980267696089175,True,0.40760183202748823,12.0,22.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
42:0,42,2,0,0,5.0,0.0,31.0,4.0,,,32.0,,successful,closed_unresolved,32.0,d,1.0,e,resolved,0.5181381035783981,True,0.6,32.0,4.0,remedy_supported,32.0,32.0,32.0,32.0,0,0,equal,2,1
45:0,45,0,0,0,0.0,4.0,13.0,10.0,,10.0,14.0,11.0,successful,closed_unresolved,14.0,d,1.0,d,resolved,0.9062133005588473,True,0.47042565019858995,14.0,11.0,remedy_supported,14.0,14.0,14.0,14.0,0,0,equal,2,1
46:0,46,2,0,0,4.0,0.0,,5.0,,5.0,,6.0,cancelled_by_resolution,successful,6.0,e,1.0,e,resolved,0.6022381767052344,True,0.6,6.0,6.0,,,6.0,6.0,6.0,0,0,equal,2,1
49:0,49,2,0,0,0.0,6.0,13.0,,,,14.0,,successful,cancelled_by_resolution,14.0,d,1.0,d,resolved,0.5966172958732835,True,0.6,14.0,14.0,remedy_supported,14.0,14.0,14.0,14.0,0,0,equal,2,1
50:0,50,5,0,0,0.0,13.0,14.0,24.0,,24.0,,25.0,closed_unresolved,successful,25.0,e,1.0,d,resolved,0.9418125466328746,True,0.506188904761806,14.0,25.0,no_remedy,,25.0,25.0,25.0,0,0,equal,2,1
52:0,52,1,0,0,0.0,8.0,14.0,,,,15.0,,successful,cancelled_by_resolution,15.0,d,1.0,d,resolved,0.9696043638289182,True,0.5994915417836008,15.0,15.0,remedy_supported,15.0,15.0,15.0,15.0,0,0,equal,2,1
54:0,54,3,0,0,,0.0,,5.0,,5.0,,6.0,unused,successful,6.0,e,1.0,e,resolved,0.9312490218410299,True,0.40760183202748823,,6.0,,,6.0,6.0,6.0,0,0,equal,2,1
57:0,57,3,0,0,0.0,0.0,15.0,6.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.5835548832989768,True,0.40760183202748823,15.0,6.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
58:0,58,0,0,0,0.0,5.0,15.0,13.0,,,16.0,,successful,closed_unresolved,16.0,d,1.0,d,resolved,0.6648866098493449,True,0.47042565019858995,16.0,13.0,remedy_supported,16.0,16.0,16.0,16.0,0,0,equal,2,1
59:0,59,2,0,0,0.0,14.0,16.0,25.0,,25.0,,26.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6943385467328902,True,0.6,16.0,26.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
60:0,60,2,0,0,4.0,0.0,30.0,6.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.6451244971410584,True,0.6,30.0,6.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
61:0,61,0,0,0,0.0,15.0,16.0,26.0,,26.0,,27.0,closed_unresolved,successful,27.0,e,1.0,d,resolved,0.9596398737119458,True,0.47042565019858995,16.0,27.0,no_remedy,,27.0,27.0,27.0,0,0,equal,2,1
62:0,62,1,0,0,0.0,0.0,17.0,7.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.5080031486909644,True,0.5994915417836008,17.0,7.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
68:0,68,5,0,0,0.0,15.0,17.0,,,,18.0,,successful,cancelled_by_resolution,18.0,d,1.0,d,resolved,0.6434450740162051,True,0.506188904761806,18.0,18.0,remedy_supported,18.0,18.0,18.0,18.0,0,0,equal,2,1
69:0,69,0,0,0,0.0,10.0,18.0,,,,19.0,,successful,cancelled_by_resolution,19.0,d,1.0,d,resolved,0.9149858922629852,True,0.47042565019858995,19.0,19.0,remedy_supported,19.0,19.0,19.0,19.0,0,0,equal,2,1
70:0,70,1,0,0,0.0,9.0,18.0,,,,19.0,,successful,cancelled_by_resolution,19.0,d,1.0,d,resolved,0.8472291736018014,True,0.5994915417836008,19.0,19.0,remedy_supported,19.0,19.0,19.0,19.0,0,0,equal,2,1
71:0,71,0,0,0,0.0,7.0,19.0,18.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5421108680144316,True,0.47042565019858995,19.0,18.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
73:0,73,5,0,0,0.0,4.0,19.0,10.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4398843340243584,True,0.506188904761806,19.0,10.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
75:0,75,3,0,0,0.0,0.0,20.0,7.0,,,21.0,,successful,closed_unresolved,21.0,d,1.0,d+e,resolved,0.38056012843572185,True,0.40760183202748823,21.0,7.0,remedy_supported,21.0,21.0,21.0,21.0,0,0,equal,2,1
76:0,76,2,0,0,0.0,,20.0,,,,21.0,,successful,unused,21.0,d,1.0,d,resolved,0.6959689137536169,True,0.6,21.0,,remedy_supported,21.0,21.0,21.0,21.0,0,0,equal,2,1
77:0,77,5,0,0,0.0,12.0,21.0,23.0,,23.0,,24.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2708541504726042,True,0.506188904761806,21.0,24.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
78:0,78,4,0,0,0.0,,21.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.873517646547888,True,0.4162920712285151,21.0,,no_remedy,,,44.0,44.0,0,0,equal,2,1
79:0,79,0,0,0,0.0,12.0,22.0,23.0,,,23.0,,successful,closed_unresolved,23.0,d,1.0,d,resolved,0.45041942962650766,True,0.47042565019858995,23.0,23.0,remedy_supported,23.0,23.0,23.0,23.0,0,0,equal,2,1
82:0,82,4,0,0,0.0,6.0,22.0,15.0,,15.0,,16.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2545469766510456,True,0.4162920712285151,22.0,16.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
83:0,83,5,0,0,0.0,8.0,23.0,18.0,,18.0,24.0,19.0,successful,closed_unresolved,24.0,d,1.0,d,resolved,0.5415892646915648,True,0.506188904761806,24.0,19.0,remedy_supported,24.0,24.0,24.0,24.0,0,0,equal,2,1
85:0,85,2,0,0,0.0,6.0,23.0,16.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.31254583059964214,True,0.6,23.0,16.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
88:0,88,4,0,0,0.0,6.0,24.0,16.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.27828789082103156,True,0.4162920712285151,24.0,16.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
89:0,89,4,0,0,0.0,,24.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5989296546636256,True,0.4162920712285151,24.0,,no_remedy,,,44.0,44.0,0,0,equal,2,1
90:0,90,5,0,0,0.0,10.0,25.0,21.0,,21.0,,22.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6178074463153476,True,0.506188904761806,25.0,22.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
91:0,91,5,0,0,4.0,0.0,,8.0,,8.0,,9.0,cancelled_by_resolution,successful,9.0,e,1.0,e,resolved,0.4788570711031347,True,0.506188904761806,9.0,9.0,,,9.0,9.0,9.0,0,0,equal,2,1
92:0,92,4,0,0,0.0,4.0,,11.0,,11.0,,12.0,cancelled_by_resolution,successful,12.0,e,1.0,d,resolved,0.5847470334629051,True,0.4162920712285151,12.0,12.0,,,12.0,12.0,12.0,0,0,equal,2,1
99:0,99,3,0,0,0.0,,25.0,,,,26.0,,successful,unused,26.0,d,1.0,d,resolved,0.6970744005175319,True,0.40760183202748823,26.0,,remedy_supported,26.0,26.0,26.0,26.0,0,0,equal,2,1
100:0,100,1,0,0,0.0,6.0,26.0,17.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3437810370402954,True,0.5994915417836008,26.0,17.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
101:0,101,1,0,0,0.0,14.0,26.0,25.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6530162742182607,True,0.5994915417836008,26.0,25.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
102:0,102,3,0,0,0.0,,27.0,,,,28.0,,successful,unused,28.0,d,1.0,d,resolved,0.22262950080139038,True,0.40760183202748823,28.0,,remedy_supported,28.0,28.0,28.0,28.0,0,0,equal,2,1
103:0,103,5,0,0,0.0,13.0,27.0,24.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7324613089902952,True,0.506188904761806,27.0,24.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
104:0,104,5,0,0,0.0,,28.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5808246765612821,True,0.506188904761806,28.0,,no_remedy,,,44.0,44.0,0,0,equal,2,1
106:0,106,5,0,0,0.0,5.0,,13.0,,13.0,,14.0,cancelled_by_resolution,successful,14.0,e,1.0,d,resolved,0.9872708237055297,True,0.506188904761806,14.0,14.0,,,14.0,14.0,14.0,0,0,equal,2,1
107:0,107,0,0,0,0.0,5.0,,14.0,,14.0,,15.0,cancelled_by_resolution,successful,15.0,e,1.0,d,resolved,0.9241244578930374,True,0.47042565019858995,15.0,15.0,,,15.0,15.0,15.0,0,0,equal,2,1
108:0,108,4,0,0,0.0,9.0,,20.0,,20.0,,21.0,cancelled_by_resolution,successful,21.0,e,1.0,d,resolved,0.28682579742600656,True,0.4162920712285151,21.0,21.0,,,21.0,21.0,21.0,0,0,equal,2,1
111:0,111,0,0,0,0.0,0.0,28.0,8.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.5766195370648515,True,0.47042565019858995,28.0,8.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
112:0,112,2,0,0,0.0,5.0,29.0,14.0,,14.0,,15.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9471728508869972,True,0.6,29.0,15.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
113:0,113,4,0,0,8.0,0.0,31.0,9.0,,9.0,,10.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7321578856744935,True,0.4162920712285151,31.0,10.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
117:0,117,2,0,0,0.0,,29.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.4520993418102399,True,0.6,29.0,,no_remedy,,,44.0,44.0,0,0,equal,2,1
118:0,118,0,0,0,0.0,9.0,30.0,20.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3424592674749437,True,0.47042565019858995,30.0,20.0,no_remedy,,,44.0,44.0,0,0,equal,2,1
0:0,0,0,0,0,0.0,,2.0,,,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.992760059691461,True,0.47042565019858995,3.0,,remedy_supported,3.0,3.0,3.0,3.0,2,0,degree,2,6
1:0,1,5,0,0,0.0,0.0,2.0,2.0,,2.0,3.0,3.0,successful,successful,3.0,d+e,1.0,d+e,resolved,0.42403633705529986,True,0.506188904761806,3.0,3.0,remedy_supported,3.0,3.0,3.0,3.0,5,0,degree,2,6
3:0,3,4,0,0,0.0,4.0,3.0,6.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.21223919630908938,True,0.4162920712285151,3.0,6.0,no_remedy,,,44.0,44.0,4,0,degree,2,6
5:0,5,0,0,0,0.0,,3.0,,,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.4851427568135255,True,0.47042565019858995,4.0,,remedy_supported,4.0,4.0,4.0,4.0,2,0,degree,2,6
6:0,6,1,0,0,0.0,5.0,4.0,7.0,,7.0,,8.0,closed_unresolved,successful,8.0,e,1.0,d,resolved,0.9052472326700784,True,0.5994915417836008,4.0,8.0,no_remedy,,8.0,8.0,8.0,3,0,degree,2,6
7:0,7,0,0,0,0.0,0.0,,2.0,,2.0,,3.0,cancelled_by_resolution,successful,3.0,e,1.0,d+e,resolved,0.43136060466874526,True,0.47042565019858995,3.0,3.0,,,3.0,3.0,3.0,2,0,degree,2,6
8:0,8,0,0,0,0.0,,4.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3960478194003253,True,0.47042565019858995,4.0,,no_remedy,,,44.0,44.0,2,0,degree,2,6
10:0,10,1,0,0,0.0,6.0,5.0,8.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6438525166688605,True,0.5994915417836008,5.0,8.0,no_remedy,,,44.0,44.0,3,0,degree,2,6
11:0,11,0,0,0,0.0,6.0,5.0,8.0,,8.0,,9.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3068491472644639,True,0.47042565019858995,5.0,9.0,no_remedy,,,44.0,44.0,2,0,degree,2,6
12:0,12,5,0,0,0.0,7.0,6.0,9.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5273082560727348,True,0.506188904761806,6.0,9.0,no_remedy,,,44.0,44.0,5,0,degree,2,6
15:0,15,3,0,0,0.0,7.0,6.0,9.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9636525868444654,True,0.40760183202748823,6.0,9.0,no_remedy,,,44.0,44.0,1,0,degree,2,6
16:0,16,3,0,0,0.0,,7.0,,,,8.0,,successful,unused,8.0,d,1.0,d,resolved,0.4722846063408406,True,0.40760183202748823,8.0,,remedy_supported,8.0,8.0,8.0,8.0,1,0,degree,2,6
17:0,17,5,0,0,0.0,6.0,7.0,8.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.47358953296039524,True,0.506188904761806,7.0,8.0,no_remedy,,,44.0,44.0,5,0,degree,2,6
19:0,19,4,0,0,0.0,8.0,8.0,,,,9.0,,successful,cancelled_by_resolution,9.0,d,1.0,d,resolved,0.7665179959059183,True,0.4162920712285151,9.0,9.0,remedy_supported,9.0,9.0,9.0,9.0,4,0,degree,2,6
20:0,20,4,0,0,0.0,9.0,8.0,11.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3300545909333682,True,0.4162920712285151,8.0,11.0,no_remedy,,,44.0,44.0,4,0,degree,2,6
21:0,21,4,0,0,0.0,0.0,,2.0,,2.0,,3.0,cancelled_by_resolution,successful,3.0,e,1.0,d+e,resolved,0.8922244628158189,True,0.4162920712285151,3.0,3.0,,,3.0,3.0,3.0,4,0,degree,2,6
22:0,22,3,0,0,0.0,10.0,9.0,12.0,,12.0,,13.0,closed_unresolved,successful,13.0,e,1.0,d,resolved,0.8932192284287896,True,0.40760183202748823,9.0,13.0,no_remedy,,13.0,13.0,13.0,1,0,degree,2,6
24:0,24,3,0,0,0.0,10.0,9.0,12.0,,12.0,,13.0,closed_unresolved,successful,13.0,e,1.0,d,resolved,0.40228009063611153,True,0.40760183202748823,9.0,13.0,no_remedy,,13.0,13.0,13.0,1,0,degree,2,6
27:0,27,2,0,0,0.0,9.0,10.0,11.0,,11.0,,12.0,closed_unresolved,successful,12.0,e,1.0,d,resolved,0.23505082056970572,True,0.6,10.0,12.0,no_remedy,,12.0,12.0,12.0,0,0,degree,2,6
30:0,30,0,0,0,0.0,8.0,10.0,10.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.812423584071269,True,0.47042565019858995,10.0,10.0,no_remedy,,,44.0,44.0,2,0,degree,2,6
31:0,31,3,0,0,0.0,0.0,11.0,2.0,,2.0,12.0,3.0,successful,closed_unresolved,12.0,d,1.0,d+e,resolved,0.9469976583411543,True,0.40760183202748823,12.0,3.0,remedy_supported,12.0,12.0,12.0,12.0,1,0,degree,2,6
35:0,35,5,0,0,0.0,7.0,11.0,9.0,,,12.0,,successful,closed_unresolved,12.0,d,1.0,d,resolved,0.24004808460833615,True,0.506188904761806,12.0,9.0,remedy_supported,12.0,12.0,12.0,12.0,5,0,degree,2,6
37:0,37,5,0,0,0.0,0.0,12.0,2.0,,2.0,13.0,3.0,successful,closed_unresolved,13.0,d,1.0,d+e,resolved,0.9605148714067651,True,0.506188904761806,13.0,3.0,remedy_supported,13.0,13.0,13.0,13.0,5,0,degree,2,6
39:0,39,3,0,0,0.0,7.0,12.0,9.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.29980267696089175,True,0.40760183202748823,12.0,9.0,no_remedy,,,44.0,44.0,1,0,degree,2,6
