case_id,employee,firm,created,first_submitted,d_submitted,e_submitted,d_responded,e_responded,material_at,customer_intervened_at,d_due,e_due,d_status,e_status,resolved,resolved_by,compensation,initial_choice,status,merit,reachable,dependence,d_finished,e_finished,d_institution_outcome,d_implementation_at,processing_time,observed_wait,dispute_age_observed,block,arm,seed
38:11,38,0,11,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.2649331655791958,False,0.6,,,,,,,38.0,learning_off,unchanged,9
99:11,99,2,11,11.0,14.0,11.0,16.0,13.0,16.0,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.6475048106130049,True,0.43099616659636075,16.0,13.0,no_remedy,,,38.0,38.0,learning_off,unchanged,9
1:12,1,0,12,12.0,12.0,,14.0,,14.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9826841880050814,False,0.6,14.0,,no_remedy,,,37.0,37.0,learning_off,unchanged,9
18:13,18,5,13,13.0,,13.0,,15.0,,15.0,,16.0,unused,successful,16.0,e,1.0,e,resolved,0.6505455320951748,True,0.5591982767605117,,16.0,,,3.0,3.0,3.0,learning_off,unchanged,9
19:13,19,1,13,30.0,30.0,33.0,32.0,35.0,32.0,35.0,,36.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.32404545433616105,True,0.4872751050147758,32.0,36.0,no_remedy,,,19.0,36.0,learning_off,unchanged,9
21:13,21,0,13,13.0,13.0,,15.0,,15.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9471126572701927,False,0.6,15.0,,no_remedy,,,36.0,36.0,learning_off,unchanged,9
34:13,34,3,13,13.0,13.0,16.0,15.0,18.0,15.0,18.0,,19.0,closed_unresolved,successful,19.0,e,1.0,d,resolved,0.9159600345101653,True,0.42714245831226866,15.0,19.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,9
94:13,94,5,13,13.0,13.0,,15.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.30588800813096606,False,0.5591982767605117,15.0,,no_remedy,,,36.0,36.0,learning_off,unchanged,9
32:14,32,5,14,14.0,14.0,,16.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.2935386347169262,True,0.5591982767605117,16.0,,no_remedy,,,35.0,35.0,learning_off,unchanged,9
41:14,41,4,14,14.0,14.0,,16.0,,16.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8536794067347289,False,0.4953879933160831,16.0,,no_remedy,,,35.0,35.0,learning_off,unchanged,9
45:14,45,2,14,14.0,14.0,17.0,16.0,19.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8874297543023182,True,0.43099616659636075,16.0,19.0,no_remedy,,,35.0,35.0,learning_off,unchanged,9
59:14,59,5,14,14.0,14.0,,16.0,,,,17.0,,successful,unused,17.0,d,1.0,d,resolved,0.40013479151668535,True,0.5591982767605117,17.0,,remedy_supported,17.0,3.0,3.0,3.0,learning_off,unchanged,9
75:14,75,4,14,14.0,14.0,14.0,16.0,16.0,16.0,16.0,,17.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.5939694534868842,True,0.4953879933160831,16.0,17.0,no_remedy,,,35.0,35.0,learning_off,unchanged,9
76:14,76,1,14,14.0,14.0,17.0,16.0,19.0,16.0,19.0,,20.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9881895138475791,True,0.4872751050147758,16.0,20.0,no_remedy,,,35.0,35.0,learning_off,unchanged,9
100:14,100,5,14,14.0,,14.0,,16.0,,16.0,,17.0,unused,successful,17.0,e,1.0,e,resolved,0.7427670465379208,True,0.5591982767605117,,17.0,,,3.0,3.0,3.0,learning_off,unchanged,9
64:15,64,0,15,15.0,15.0,,17.0,,17.0,,18.0,,successful,unused,18.0,d,1.0,d,resolved,0.40026920257564663,False,0.6,18.0,,remedy_supported,18.0,3.0,3.0,3.0,learning_off,unchanged,9
73:15,73,4,15,15.0,15.0,,17.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8663363867195149,True,0.4953879933160831,17.0,,no_remedy,,,34.0,34.0,learning_off,unchanged,9
95:15,95,5,15,15.0,,15.0,,17.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.9980535918848334,True,0.5591982767605117,,17.0,,,,34.0,34.0,learning_off,unchanged,9
28:16,28,2,16,16.0,16.0,16.0,18.0,18.0,18.0,18.0,,19.0,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.8692331432218396,True,0.43099616659636075,18.0,19.0,no_remedy,,,33.0,33.0,learning_off,unchanged,9
111:16,111,1,16,16.0,16.0,19.0,18.0,21.0,18.0,21.0,,22.0,closed_unresolved,successful,22.0,e,1.0,d,resolved,0.739946063616822,True,0.4872751050147758,18.0,22.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,9
46:17,46,3,17,17.0,,17.0,,19.0,,19.0,,20.0,unused,successful,20.0,e,1.0,e,resolved,0.5632268721696432,True,0.42714245831226866,,20.0,,,3.0,3.0,3.0,learning_off,unchanged,9
70:18,70,2,18,18.0,18.0,,20.0,,20.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9248125001438541,False,0.43099616659636075,20.0,,no_remedy,,,31.0,31.0,learning_off,unchanged,9
108:18,108,4,18,18.0,18.0,21.0,20.0,23.0,20.0,23.0,,24.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.944681876057559,True,0.4953879933160831,20.0,24.0,no_remedy,,,31.0,31.0,learning_off,unchanged,9
23:19,23,2,19,19.0,19.0,22.0,21.0,24.0,21.0,24.0,,25.0,closed_unresolved,successful,25.0,e,1.0,d,resolved,0.6859849002325806,True,0.43099616659636075,21.0,25.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,9
48:19,48,4,19,19.0,23.0,19.0,25.0,21.0,25.0,21.0,,22.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.8718567905860404,True,0.4953879933160831,25.0,22.0,no_remedy,,,30.0,30.0,learning_off,unchanged,9
25:20,25,4,20,20.0,20.0,23.0,22.0,25.0,22.0,25.0,,26.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9926844798711583,True,0.4953879933160831,22.0,26.0,no_remedy,,,29.0,29.0,learning_off,unchanged,9
61:20,61,0,20,20.0,20.0,,22.0,,22.0,,23.0,,successful,unused,23.0,d,1.0,d,resolved,0.5085444366984753,False,0.6,23.0,,remedy_supported,23.0,3.0,3.0,3.0,learning_off,unchanged,9
85:22,85,4,22,22.0,26.0,22.0,28.0,24.0,28.0,24.0,,25.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7748448712460752,True,0.4953879933160831,28.0,25.0,no_remedy,,,27.0,27.0,learning_off,unchanged,9
55:23,55,0,23,23.0,23.0,,25.0,,25.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6684023567650629,False,0.6,25.0,,no_remedy,,,26.0,26.0,learning_off,unchanged,9
78:23,78,0,23,23.0,23.0,,25.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.20660799717702744,False,0.6,25.0,,no_remedy,,,26.0,26.0,learning_off,unchanged,9
71:24,71,4,24,24.0,24.0,27.0,26.0,29.0,,29.0,,30.0,closed_unresolved,successful,30.0,e,1.0,d,resolved,0.7941120028358866,True,0.4953879933160831,26.0,30.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,9
119:24,119,3,24,24.0,24.0,27.0,26.0,29.0,26.0,29.0,,30.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.6356650139925499,True,0.42714245831226866,26.0,30.0,no_remedy,,,25.0,25.0,learning_off,unchanged,9
2:25,2,1,25,25.0,25.0,,27.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9358620903355146,True,0.4872751050147758,27.0,,no_remedy,,,24.0,24.0,learning_off,unchanged,9
111:25,111,1,25,25.0,25.0,,27.0,,,,28.0,,successful,unused,28.0,d,1.0,d,resolved,0.739946063616822,True,0.4872751050147758,28.0,,remedy_supported,28.0,3.0,3.0,3.0,learning_off,unchanged,9
20:26,20,2,26,26.0,26.0,29.0,28.0,31.0,28.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4236021193434783,True,0.43099616659636075,28.0,31.0,no_remedy,,,23.0,23.0,learning_off,unchanged,9
67:26,67,3,26,26.0,26.0,,28.0,,,,29.0,,successful,unused,29.0,d,1.0,d,resolved,0.8683486216539518,True,0.42714245831226866,29.0,,remedy_supported,29.0,3.0,3.0,3.0,learning_off,unchanged,9
88:27,88,5,27,27.0,27.0,30.0,29.0,32.0,29.0,32.0,,33.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.861071728546847,True,0.5591982767605117,29.0,33.0,no_remedy,,,22.0,22.0,learning_off,unchanged,9
116:27,116,3,27,27.0,31.0,27.0,33.0,29.0,,29.0,,30.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.36688996253187495,True,0.42714245831226866,33.0,30.0,no_remedy,,,22.0,22.0,learning_off,unchanged,9
11:28,11,3,28,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.5181590795446591,True,0.42714245831226866,,,,,,,21.0,learning_off,unchanged,9
27:29,27,5,29,29.0,29.0,32.0,31.0,34.0,31.0,34.0,,35.0,closed_unresolved,successful,35.0,e,1.0,d,resolved,0.3545036762452305,True,0.5591982767605117,31.0,35.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,9
56:29,56,4,29,29.0,29.0,,31.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9626803437690399,False,0.4953879933160831,31.0,,no_remedy,,,20.0,20.0,learning_off,unchanged,9
77:29,77,3,29,29.0,29.0,32.0,31.0,34.0,31.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5155787135012347,True,0.42714245831226866,31.0,34.0,no_remedy,,,20.0,20.0,learning_off,unchanged,9
10:30,10,2,30,30.0,34.0,30.0,36.0,32.0,,32.0,,33.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7826728716637852,True,0.43099616659636075,36.0,33.0,no_remedy,,,19.0,19.0,learning_off,unchanged,9
23:30,23,2,30,30.0,30.0,33.0,32.0,35.0,32.0,35.0,,36.0,closed_unresolved,successful,36.0,e,1.0,d,resolved,0.6859849002325806,True,0.43099616659636075,32.0,36.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,9
31:31,31,4,31,31.0,31.0,34.0,33.0,36.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.34516591112462686,True,0.4953879933160831,33.0,36.0,no_remedy,,,18.0,18.0,learning_off,unchanged,9
117:31,117,0,31,31.0,31.0,,33.0,,33.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.35050374630607567,False,0.6,33.0,,no_remedy,,,18.0,18.0,learning_off,unchanged,9
14:32,14,5,32,32.0,32.0,,34.0,,34.0,,35.0,,successful,unused,35.0,d,1.0,d,resolved,0.8321149959393104,True,0.5591982767605117,35.0,,remedy_supported,35.0,3.0,3.0,3.0,learning_off,unchanged,9
17:32,17,3,32,32.0,32.0,35.0,34.0,37.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.2569495441338383,True,0.42714245831226866,34.0,37.0,no_remedy,,,17.0,17.0,learning_off,unchanged,9
59:32,59,5,32,32.0,32.0,,34.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.40013479151668535,True,0.5591982767605117,34.0,,no_remedy,,,17.0,17.0,learning_off,unchanged,9
100:32,100,5,32,32.0,35.0,32.0,37.0,34.0,,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7427670465379208,True,0.5591982767605117,37.0,34.0,no_remedy,,,17.0,17.0,learning_off,unchanged,9
13:34,13,5,34,34.0,,34.0,,36.0,,36.0,,37.0,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.9884219154182039,True,0.5591982767605117,,37.0,,,,15.0,15.0,learning_off,unchanged,9
65:34,65,2,34,34.0,38.0,34.0,40.0,36.0,,36.0,41.0,37.0,successful,closed_unresolved,41.0,d,1.0,e,resolved,0.8493398018224292,True,0.43099616659636075,41.0,37.0,remedy_supported,41.0,7.0,7.0,7.0,learning_off,unchanged,9
97:34,97,5,34,34.0,34.0,,36.0,,36.0,,37.0,,successful,unused,37.0,d,1.0,d,resolved,0.8649705228114477,True,0.5591982767605117,37.0,,remedy_supported,37.0,3.0,3.0,3.0,learning_off,unchanged,9
7:35,7,0,35,35.0,35.0,,37.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.597435596432141,False,0.6,37.0,,no_remedy,,,14.0,14.0,learning_off,unchanged,9
35:35,35,4,35,35.0,35.0,35.0,37.0,37.0,,37.0,,38.0,closed_unresolved,successful,38.0,e,1.0,d+e,resolved,0.49348334025133317,True,0.4953879933160831,37.0,38.0,no_remedy,,3.0,3.0,3.0,learning_off,unchanged,9
60:35,60,5,35,35.0,35.0,38.0,37.0,40.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8951487524275294,True,0.5591982767605117,37.0,40.0,no_remedy,,,14.0,14.0,learning_off,unchanged,9
61:35,61,0,35,35.0,35.0,,37.0,,,,38.0,,successful,unused,38.0,d,1.0,d,resolved,0.5085444366984753,False,0.6,38.0,,remedy_supported,38.0,3.0,3.0,3.0,learning_off,unchanged,9
8:38,8,5,38,38.0,38.0,,40.0,,40.0,,41.0,,successful,unused,41.0,d,1.0,d,resolved,0.6600074998561911,True,0.5591982767605117,41.0,,remedy_supported,41.0,3.0,3.0,3.0,learning_off,unchanged,9
44:38,44,3,38,38.0,38.0,41.0,40.0,43.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5313795895521511,True,0.42714245831226866,40.0,43.0,no_remedy,,,11.0,11.0,learning_off,unchanged,9
30:40,30,1,40,40.0,40.0,43.0,42.0,45.0,42.0,45.0,,46.0,closed_unresolved,successful,46.0,e,1.0,d,resolved,0.691564056961971,True,0.4872751050147758,42.0,46.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,9
18:41,18,5,41,41.0,45.0,41.0,47.0,43.0,47.0,43.0,48.0,44.0,successful,closed_unresolved,48.0,d,1.0,e,resolved,0.6505455320951748,True,0.5591982767605117,48.0,44.0,remedy_supported,48.0,7.0,7.0,7.0,learning_off,unchanged,9
23:41,23,2,41,41.0,41.0,44.0,43.0,,43.0,,44.0,,successful,cancelled_by_resolution,44.0,d,1.0,d,resolved,0.6859849002325806,True,0.43099616659636075,44.0,44.0,remedy_supported,44.0,3.0,3.0,3.0,learning_off,unchanged,9
86:42,86,2,42,,,,,,,,,,unused,unused,,,0.0,,unsubmitted,0.3195661089803906,True,0.43099616659636075,,,,,,,7.0,learning_off,unchanged,9
52:47,52,1,47,47.0,,47.0,,49.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.4533685594267084,True,0.4872751050147758,,49.0,,,,2.0,2.0,learning_off,unchanged,9
69:47,69,5,47,47.0,47.0,,49.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3767758967714291,False,0.5591982767605117,49.0,,no_remedy,,,2.0,2.0,learning_off,unchanged,9
71:47,71,4,47,47.0,47.0,,49.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7941120028358866,True,0.4953879933160831,49.0,,no_remedy,,,2.0,2.0,learning_off,unchanged,9
111:48,111,1,48,48.0,48.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.739946063616822,True,0.4872751050147758,,,,,,1.0,1.0,learning_off,unchanged,9
104:49,104,0,49,49.0,49.0,,,,,,,,submitted,unused,,,0.0,d,pending,0.542443249002734,False,0.6,,,,,,0.0,0.0,learning_off,unchanged,9
1:0,1,4,0,0.0,0.0,,2.0,,2.0,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.6943226614996512,False,0.4772989971414061,3.0,,remedy_supported,3.0,3.0,3.0,3.0,learning_off,unchanged,10
7:0,7,1,0,0.0,0.0,3.0,2.0,5.0,2.0,5.0,,6.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.7364804095279092,True,0.49274933630306655,2.0,6.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
8:0,8,3,0,0.0,0.0,,2.0,,2.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.39163638217320174,False,0.6,2.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
13:0,13,3,0,0.0,0.0,,2.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6459890294192376,False,0.6,2.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
14:0,14,0,0,0.0,0.0,,2.0,,2.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6768611646389353,False,0.5179349293811343,2.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
15:0,15,0,0,0.0,0.0,,2.0,,,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.5780109928010326,False,0.5179349293811343,3.0,,remedy_supported,3.0,3.0,3.0,3.0,learning_off,unchanged,10
16:0,16,4,0,0.0,0.0,,2.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6252822211156936,True,0.4772989971414061,2.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
19:0,19,0,0,0.0,0.0,,2.0,,2.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.3991308809253779,False,0.5179349293811343,2.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
22:0,22,3,0,0.0,0.0,,2.0,,2.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.20386474469201046,False,0.6,2.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
26:0,26,4,0,0.0,0.0,,2.0,,,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.7338621735761583,True,0.4772989971414061,3.0,,remedy_supported,3.0,3.0,3.0,3.0,learning_off,unchanged,10
30:0,30,0,0,0.0,0.0,,2.0,,,,3.0,,successful,unused,3.0,d,1.0,d,resolved,0.8325341458506459,False,0.5179349293811343,3.0,,remedy_supported,3.0,3.0,3.0,3.0,learning_off,unchanged,10
35:0,35,5,0,0.0,,0.0,,2.0,,,,,unused,closed_unresolved,,,0.0,e,closed_unresolved,0.3042934577894242,True,0.46918797072941887,,2.0,,,,49.0,49.0,learning_off,unchanged,10
36:0,36,5,0,0.0,0.0,,2.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8173631465232631,False,0.46918797072941887,2.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
37:0,37,1,0,0.0,0.0,,3.0,,3.0,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.6054890532138307,True,0.49274933630306655,4.0,,remedy_supported,4.0,4.0,4.0,4.0,learning_off,unchanged,10
40:0,40,2,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.5369090124714542,True,0.4428287664449741,3.0,7.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
41:0,41,2,0,0.0,0.0,4.0,3.0,6.0,,6.0,,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.8491130865133678,True,0.4428287664449741,3.0,7.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
43:0,43,5,0,0.0,0.0,0.0,3.0,2.0,3.0,,4.0,,successful,closed_unresolved,4.0,d,1.0,d+e,resolved,0.5441393366745095,True,0.46918797072941887,4.0,2.0,remedy_supported,4.0,4.0,4.0,4.0,learning_off,unchanged,10
56:0,56,4,0,0.0,0.0,4.0,3.0,6.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.31522536141369684,True,0.4772989971414061,3.0,6.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
58:0,58,5,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.9445141596267759,True,0.46918797072941887,3.0,7.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
59:0,59,1,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,successful,7.0,e,1.0,d,resolved,0.5823955981454967,True,0.49274933630306655,3.0,7.0,no_remedy,,7.0,7.0,7.0,learning_off,unchanged,10
62:0,62,1,0,0.0,4.0,0.0,6.0,2.0,6.0,2.0,,3.0,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.4982110801119781,True,0.49274933630306655,6.0,3.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
63:0,63,1,0,0.0,0.0,4.0,3.0,6.0,3.0,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.24971304318492546,True,0.49274933630306655,3.0,6.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
67:0,67,3,0,0.0,0.0,,3.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6953497295461974,False,0.6,3.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
73:0,73,0,0,0.0,0.0,,3.0,,,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.7010094605284058,False,0.5179349293811343,4.0,,remedy_supported,4.0,4.0,4.0,4.0,learning_off,unchanged,10
74:0,74,4,0,0.0,0.0,,3.0,,3.0,,4.0,,successful,unused,4.0,d,1.0,d,resolved,0.6283562597699051,True,0.4772989971414061,4.0,,remedy_supported,4.0,4.0,4.0,4.0,learning_off,unchanged,10
82:0,82,4,0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,,7.0,closed_unresolved,successful,7.0,e,1.0,d,resolved,0.5382072018575332,True,0.4772989971414061,3.0,7.0,no_remedy,,7.0,7.0,7.0,learning_off,unchanged,10
83:0,83,1,0,0.0,,0.0,,2.0,,2.0,,3.0,unused,successful,3.0,e,1.0,e,resolved,0.6902315242677406,True,0.49274933630306655,,3.0,,,3.0,3.0,3.0,learning_off,unchanged,10
84:0,84,2,0,0.0,3.0,0.0,5.0,2.0,5.0,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7120465065971961,True,0.4428287664449741,5.0,2.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
87:0,87,1,0,0.0,0.0,,4.0,,4.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5003276356519271,False,0.49274933630306655,4.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
88:0,88,1,0,0.0,0.0,19.0,4.0,21.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.3053035196627266,True,0.49274933630306655,4.0,21.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
91:0,91,3,0,0.0,0.0,,4.0,,4.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9718955202155921,False,0.6,4.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
93:0,93,2,0,0.0,,0.0,,2.0,,2.0,,3.0,unused,successful,3.0,e,1.0,e,resolved,0.3986707785969789,True,0.4428287664449741,,3.0,,,3.0,3.0,3.0,learning_off,unchanged,10
100:0,100,1,0,0.0,0.0,0.0,4.0,2.0,,,,,closed_unresolved,closed_unresolved,,,0.0,d+e,closed_unresolved,0.2550871300767245,True,0.49274933630306655,4.0,2.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
101:0,101,4,0,0.0,0.0,5.0,4.0,7.0,,7.0,,8.0,closed_unresolved,closed_unresolved,,,0.0,d,closed_unresolved,0.4375001135448615,True,0.4772989971414061,4.0,8.0,no_remedy,,,49.0,49.0,learning_off,unchanged,10
108:0,108,3,0,0.0,0.0,,4.0,,4.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5420015026912126,False,0.6,4.0,,no_remedy,,,49.0,49.0,learning_off,unchanged,10
117:0,117,2,0,0.0,0.0,5.0,4.0,7.0,4.0,7.0,,8.0,closed_unresolved,successful,8.0,e,1.0,d,resolved,0.7243491137676783,True,0.4428287664449741,4.0,8.0,no_remedy,,8.0,8.0,8.0,learning_off,unchanged,10
71:1,71,2,1,1.0,1.0,,4.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.40069351691814287,False,0.4428287664449741,4.0,,no_remedy,,,48.0,48.0,learning_off,unchanged,10
95:1,95,5,1,1.0,1.0,,4.0,,4.0,,5.0,,successful,unused,5.0,d,1.0,d,resolved,0.944950253140749,True,0.46918797072941887,5.0,,remedy_supported,5.0,4.0,4.0,4.0,learning_off,unchanged,10
110:1,110,4,1,1.0,1.0,,4.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9761208575775486,True,0.4772989971414061,4.0,,no_remedy,,,48.0,48.0,learning_off,unchanged,10
3:2,3,4,2,2.0,5.0,2.0,7.0,4.0,7.0,,,,closed_unresolved,closed_unresolved,,,0.0,e,closed_unresolved,0.7659008879527802,True,0.4772989971414061,7.0,4.0,no_remedy,,,47.0,47.0,learning_off,unchanged,10
50:2,50,2,2,2.0,2.0,5.0,4.0,7.0,4.0,7.0,,8.0,closed_unresolved,successful,8.0,e,1.0,d,resolved,0.7957975491444591,True,0.4428287664449741,4.0,8.0,no_remedy,,6.0,6.0,6.0,learning_off,unchanged,10
65:3,65,0,3,3.0,3.0,,5.0,,5.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.9340571491347529,False,0.5179349293811343,5.0,,no_remedy,,,46.0,46.0,learning_off,unchanged,10
29:5,29,0,5,5.0,5.0,,7.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.5534741143332895,False,0.5179349293811343,7.0,,no_remedy,,,44.0,44.0,learning_off,unchanged,10
1:6,1,4,6,6.0,6.0,,8.0,,8.0,,9.0,,successful,unused,9.0,d,1.0,d,resolved,0.6943226614996512,False,0.4772989971414061,9.0,,remedy_supported,9.0,3.0,3.0,3.0,learning_off,unchanged,10
55:6,55,0,6,6.0,6.0,,8.0,,,,9.0,,successful,unused,9.0,d,1.0,d,resolved,0.6011682074240255,False,0.5179349293811343,9.0,,remedy_supported,9.0,3.0,3.0,3.0,learning_off,unchanged,10
68:6,68,0,6,6.0,6.0,,8.0,,8.0,,9.0,,successful,unused,9.0,d,1.0,d,resolved,0.9992831828290858,False,0.5179349293811343,9.0,,remedy_supported,9.0,3.0,3.0,3.0,learning_off,unchanged,10
69:6,69,1,6,6.0,6.0,,8.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.6785530340476771,True,0.49274933630306655,8.0,,no_remedy,,,43.0,43.0,learning_off,unchanged,10
86:6,86,0,6,6.0,6.0,,8.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.7683350863018958,False,0.5179349293811343,8.0,,no_remedy,,,43.0,43.0,learning_off,unchanged,10
115:6,115,0,6,6.0,6.0,,8.0,,8.0,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.35134824376015317,False,0.5179349293811343,8.0,,no_remedy,,,43.0,43.0,learning_off,unchanged,10
30:8,30,0,8,8.0,8.0,,10.0,,10.0,,11.0,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8325341458506459,False,0.5179349293811343,11.0,,remedy_supported,11.0,,41.0,41.0,learning_off,unchanged,10
39:8,39,2,8,8.0,8.0,,10.0,,,,,,closed_unresolved,unused,,,0.0,d,closed_unresolved,0.8928400651035706,True,0.4428287664449741,10.0,,no_remedy,,,41.0,41.0,learning_off,unchanged,10
