firm,customer,dependence,seed,pooled,active_customers,arm
2,2,0.5790911969660624,5,True,3,customer_only
3,1,0.4851340351056348,5,True,3,customer_only
4,0,0.4,5,True,3,customer_only
5,2,0.4537663788066825,5,True,3,customer_only
0,0,0.525767725669638,5,True,3,both
1,1,0.5562406634519823,5,True,3,both
2,2,0.5790911969660624,5,True,3,both
3,1,0.4851340351056348,5,True,3,both
4,0,0.4,5,True,3,both
5,2,0.4537663788066825,5,True,3,both
0,0,0.525767725669638,5,True,1,domestic_only
1,0,0.5562406634519823,5,True,1,domestic_only
2,0,0.5790911969660624,5,True,1,domestic_only
3,0,0.4851340351056348,5,True,1,domestic_only
4,0,0.4,5,True,1,domestic_only
5,0,0.4537663788066825,5,True,1,domestic_only
0,0,0.525767725669638,5,True,1,customer_only
1,0,0.5562406634519823,5,True,1,customer_only
2,0,0.5790911969660624,5,True,1,customer_only
3,0,0.4851340351056348,5,True,1,customer_only
4,0,0.4,5,True,1,customer_only
5,0,0.4537663788066825,5,True,1,customer_only
0,0,0.525767725669638,5,True,1,both
1,0,0.5562406634519823,5,True,1,both
2,0,0.5790911969660624,5,True,1,both
3,0,0.4851340351056348,5,True,1,both
4,0,0.4,5,True,1,both
5,0,0.4537663788066825,5,True,1,both
0,5,0.4850150980135702,6,False,6,domestic_only
1,2,0.5479663703657517,6,False,6,domestic_only
2,3,0.510116902090148,6,False,6,domestic_only
3,1,0.4,6,False,6,domestic_only
4,0,0.5711764281240784,6,False,6,domestic_only
5,4,0.4857252014064516,6,False,6,domestic_only
0,5,0.4850150980135702,6,False,6,customer_only
1,2,0.5479663703657517,6,False,6,customer_only
2,3,0.510116902090148,6,False,6,customer_only
3,1,0.4,6,False,6,customer_only
4,0,0.5711764281240784,6,False,6,customer_only
5,4,0.4857252014064516,6,False,6,customer_only
0,5,0.4850150980135702,6,False,6,both
1,2,0.5479663703657517,6,False,6,both
2,3,0.510116902090148,6,False,6,both
3,1,0.4,6,False,6,both
4,0,0.5711764281240784,6,False,6,both
5,4,0.4857252014064516,6,False,6,both
0,2,0.4850150980135702,6,False,3,domestic_only
1,2,0.5479663703657517,6,False,3,domestic_only
2,0,0.510116902090148,6,False,3,domestic_only
3,1,0.4,6,False,3,domestic_only
4,0,0.5711764281240784,6,False,3,domestic_only
5,1,0.4857252014064516,6,False,3,domestic_only
0,2,0.4850150980135702,6,False,3,customer_only
1,2,0.5479663703657517,6,False,3,customer_only
2,0,0.510116902090148,6,False,3,customer_only
3,1,0.4,6,False,3,customer_only
4,0,0.5711764281240784,6,False,3,customer_only
5,1,0.4857252014064516,6,False,3,customer_only
0,2,0.4850150980135702,6,False,3,both
1,2,0.5479663703657517,6,False,3,both
2,0,0.510116902090148,6,False,3,both
3,1,0.4,6,False,3,both
4,0,0.5711764281240784,6,False,3,both
5,1,0.4857252014064516,6,False,3,both
0,0,0.4850150980135702,6,False,1,domestic_only
1,0,0.5479663703657517,6,False,1,domestic_only
2,0,0.510116902090148,6,False,1,domestic_only
3,0,0.4,6,False,1,domestic_only
4,0,0.5711764281240784,6,False,1,domestic_only
5,0,0.4857252014064516,6,False,1,domestic_only
0,0,0.4850150980135702,6,False,1,customer_only
1,0,0.5479663703657517,6,False,1,customer_only
2,0,0.510116902090148,6,False,1,customer_only
3,0,0.4,6,False,1,customer_only
4,0,0.5711764281240784,6,False,1,customer_only
5,0,0.4857252014064516,6,False,1,customer_only
0,0,0.4850150980135702,6,False,1,both
1,0,0.5479663703657517,6,False,1,both
2,0,0.510116902090148,6,False,1,both
3,0,0.4,6,False,1,both
4,0,0.5711764281240784,6,False,1,both
5,0,0.4857252014064516,6,False,1,both
0,5,0.4850150980135702,6,True,6,domestic_only
1,2,0.5479663703657517,6,True,6,domestic_only
2,3,0.510116902090148,6,True,6,domestic_only
3,1,0.4,6,True,6,domestic_only
4,0,0.5711764281240784,6,True,6,domestic_only
5,4,0.4857252014064516,6,True,6,domestic_only
0,5,0.4850150980135702,6,True,6,customer_only
1,2,0.5479663703657517,6,True,6,customer_only
2,3,0.510116902090148,6,True,6,customer_only
3,1,0.4,6,True,6,customer_only
4,0,0.5711764281240784,6,True,6,customer_only
5,4,0.4857252014064516,6,True,6,customer_only
0,5,0.4850150980135702,6,True,6,both
1,2,0.5479663703657517,6,True,6,both
2,3,0.510116902090148,6,True,6,both
3,1,0.4,6,True,6,both
4,0,0.5711764281240784,6,True,6,both
5,4,0.4857252014064516,6,True,6,both
0,2,0.4850150980135702,6,True,3,domestic_only
1,2,0.5479663703657517,6,True,3,domestic_only
2,0,0.510116902090148,6,True,3,domestic_only
3,1,0.4,6,True,3,domestic_only
4,0,0.5711764281240784,6,True,3,domestic_only
5,1,0.4857252014064516,6,True,3,domestic_only
0,2,0.4850150980135702,6,True,3,customer_only
1,2,0.5479663703657517,6,True,3,customer_only
2,0,0.510116902090148,6,True,3,customer_only
3,1,0.4,6,True,3,customer_only
4,0,0.5711764281240784,6,True,3,customer_only
5,1,0.4857252014064516,6,True,3,customer_only
0,2,0.4850150980135702,6,True,3,both
1,2,0.5479663703657517,6,True,3,both
2,0,0.510116902090148,6,True,3,both
3,1,0.4,6,True,3,both
4,0,0.5711764281240784,6,True,3,both
5,1,0.4857252014064516,6,True,3,both
0,0,0.4850150980135702,6,True,1,domestic_only
1,0,0.5479663703657517,6,True,1,domestic_only
2,0,0.510116902090148,6,True,1,domestic_only
3,0,0.4,6,True,1,domestic_only
4,0,0.5711764281240784,6,True,1,domestic_only
5,0,0.4857252014064516,6,True,1,domestic_only
0,0,0.4850150980135702,6,True,1,customer_only
1,0,0.5479663703657517,6,True,1,customer_only
2,0,0.510116902090148,6,True,1,customer_only
3,0,0.4,6,True,1,customer_only
4,0,0.5711764281240784,6,True,1,customer_only
5,0,0.4857252014064516,6,True,1,customer_only
0,0,0.4850150980135702,6,True,1,both
1,0,0.5479663703657517,6,True,1,both
2,0,0.510116902090148,6,True,1,both
3,0,0.4,6,True,1,both
4,0,0.5711764281240784,6,True,1,both
5,0,0.4857252014064516,6,True,1,both
0,0,0.45289539462261785,7,False,6,domestic_only
1,4,0.6,7,False,6,domestic_only
2,2,0.4618382328751127,7,False,6,domestic_only
3,5,0.41443922050834936,7,False,6,domestic_only
4,3,0.539111476402864,7,False,6,domestic_only
5,1,0.531715675591056,7,False,6,domestic_only
0,0,0.45289539462261785,7,False,6,customer_only
1,4,0.6,7,False,6,customer_only
2,2,0.4618382328751127,7,False,6,customer_only
3,5,0.41443922050834936,7,False,6,customer_only
4,3,0.539111476402864,7,False,6,customer_only
5,1,0.531715675591056,7,False,6,customer_only
0,0,0.45289539462261785,7,False,6,both
1,4,0.6,7,False,6,both
2,2,0.4618382328751127,7,False,6,both
3,5,0.41443922050834936,7,False,6,both
4,3,0.539111476402864,7,False,6,both
5,1,0.531715675591056,7,False,6,both
0,0,0.45289539462261785,7,False,3,domestic_only
1,1,0.6,7,False,3,domestic_only
2,2,0.4618382328751127,7,False,3,domestic_only
3,2,0.41443922050834936,7,False,3,domestic_only
4,0,0.539111476402864,7,False,3,domestic_only
5,1,0.531715675591056,7,False,3,domestic_only
0,0,0.45289539462261785,7,False,3,customer_only
1,1,0.6,7,False,3,customer_only
2,2,0.4618382328751127,7,False,3,customer_only
3,2,0.41443922050834936,7,False,3,customer_only
4,0,0.539111476402864,7,False,3,customer_only
5,1,0.531715675591056,7,False,3,customer_only
0,0,0.45289539462261785,7,False,3,both
1,1,0.6,7,False,3,both
2,2,0.4618382328751127,7,False,3,both
3,2,0.41443922050834936,7,False,3,both
4,0,0.539111476402864,7,False,3,both
5,1,0.531715675591056,7,False,3,both
0,0,0.45289539462261785,7,False,1,domestic_only
1,0,0.6,7,False,1,domestic_only
2,0,0.4618382328751127,7,False,1,domestic_only
3,0,0.41443922050834936,7,False,1,domestic_only
4,0,0.539111476402864,7,False,1,domestic_only
5,0,0.531715675591056,7,False,1,domestic_only
0,0,0.45289539462261785,7,False,1,customer_only
1,0,0.6,7,False,1,customer_only
2,0,0.4618382328751127,7,False,1,customer_only
3,0,0.41443922050834936,7,False,1,customer_only
4,0,0.539111476402864,7,False,1,customer_only
5,0,0.531715675591056,7,False,1,customer_only
0,0,0.45289539462261785,7,False,1,both
1,0,0.6,7,False,1,both
2,0,0.4618382328751127,7,False,1,both
3,0,0.41443922050834936,7,False,1,both
4,0,0.539111476402864,7,False,1,both
5,0,0.531715675591056,7,False,1,both
0,0,0.45289539462261785,7,True,6,domestic_only
1,4,0.6,7,True,6,domestic_only
2,2,0.4618382328751127,7,True,6,domestic_only
3,5,0.41443922050834936,7,True,6,domestic_only
4,3,0.539111476402864,7,True,6,domestic_only
5,1,0.531715675591056,7,True,6,domestic_only
0,0,0.45289539462261785,7,True,6,customer_only
1,4,0.6,7,True,6,customer_only
2,2,0.4618382328751127,7,True,6,customer_only
3,5,0.41443922050834936,7,True,6,customer_only
4,3,0.539111476402864,7,True,6,customer_only
5,1,0.531715675591056,7,True,6,customer_only
0,0,0.45289539462261785,7,True,6,both
1,4,0.6,7,True,6,both
2,2,0.4618382328751127,7,True,6,both
3,5,0.41443922050834936,7,True,6,both
4,3,0.539111476402864,7,True,6,both
5,1,0.531715675591056,7,True,6,both
0,0,0.45289539462261785,7,True,3,domestic_only
1,1,0.6,7,True,3,domestic_only
2,2,0.4618382328751127,7,True,3,domestic_only
3,2,0.41443922050834936,7,True,3,domestic_only
4,0,0.539111476402864,7,True,3,domestic_only
5,1,0.531715675591056,7,True,3,domestic_only
0,0,0.45289539462261785,7,True,3,customer_only
1,1,0.6,7,True,3,customer_only
2,2,0.4618382328751127,7,True,3,customer_only
3,2,0.41443922050834936,7,True,3,customer_only
4,0,0.539111476402864,7,True,3,customer_only
5,1,0.531715675591056,7,True,3,customer_only
0,0,0.45289539462261785,7,True,3,both
1,1,0.6,7,True,3,both
2,2,0.4618382328751127,7,True,3,both
3,2,0.41443922050834936,7,True,3,both
4,0,0.539111476402864,7,True,3,both
5,1,0.531715675591056,7,True,3,both
0,0,0.45289539462261785,7,True,1,domestic_only
1,0,0.6,7,True,1,domestic_only
2,0,0.4618382328751127,7,True,1,domestic_only
3,0,0.41443922050834936,7,True,1,domestic_only
4,0,0.539111476402864,7,True,1,domestic_only
5,0,0.531715675591056,7,True,1,domestic_only
0,0,0.45289539462261785,7,True,1,customer_only
1,0,0.6,7,True,1,customer_only
2,0,0.4618382328751127,7,True,1,customer_only
3,0,0.41443922050834936,7,True,1,customer_only
4,0,0.539111476402864,7,True,1,customer_only
5,0,0.531715675591056,7,True,1,customer_only
0,0,0.45289539462261785,7,True,1,both
1,0,0.6,7,True,1,both
2,0,0.4618382328751127,7,True,1,both
3,0,0.41443922050834936,7,True,1,both
4,0,0.539111476402864,7,True,1,both
5,0,0.531715675591056,7,True,1,both
0,5,0.5400192757424396,8,False,6,domestic_only
1,0,0.6,8,False,6,domestic_only
2,4,0.449602394594256,8,False,6,domestic_only
3,3,0.4463873497952859,8,False,6,domestic_only
4,1,0.5593429267840302,8,False,6,domestic_only
5,2,0.4046480530839883,8,False,6,domestic_only
0,5,0.5400192757424396,8,False,6,customer_only
1,0,0.6,8,False,6,customer_only
2,4,0.449602394594256,8,False,6,customer_only
3,3,0.4463873497952859,8,False,6,customer_only
4,1,0.5593429267840302,8,False,6,customer_only
5,2,0.4046480530839883,8,False,6,customer_only
0,5,0.5400192757424396,8,False,6,both
1,0,0.6,8,False,6,both
2,4,0.449602394594256,8,False,6,both
3,3,0.4463873497952859,8,False,6,both
4,1,0.5593429267840302,8,False,6,both
5,2,0.4046480530839883,8,False,6,both
0,2,0.5400192757424396,8,False,3,domestic_only
1,0,0.6,8,False,3,domestic_only
2,1,0.449602394594256,8,False,3,domestic_only
3,0,0.4463873497952859,8,False,3,domestic_only
4,1,0.5593429267840302,8,False,3,domestic_only
5,2,0.4046480530839883,8,False,3,domestic_only
0,2,0.5400192757424396,8,False,3,customer_only
1,0,0.6,8,False,3,customer_only
2,1,0.449602394594256,8,False,3,customer_only
3,0,0.4463873497952859,8,False,3,customer_only
4,1,0.5593429267840302,8,False,3,customer_only
5,2,0.4046480530839883,8,False,3,customer_only
0,2,0.5400192757424396,8,False,3,both
1,0,0.6,8,False,3,both
2,1,0.449602394594256,8,False,3,both
3,0,0.4463873497952859,8,False,3,both
4,1,0.5593429267840302,8,False,3,both
5,2,0.4046480530839883,8,False,3,both
0,0,0.5400192757424396,8,False,1,domestic_only
1,0,0.6,8,False,1,domestic_only
2,0,0.449602394594256,8,False,1,domestic_only
3,0,0.4463873497952859,8,False,1,domestic_only
4,0,0.5593429267840302,8,False,1,domestic_only
5,0,0.4046480530839883,8,False,1,domestic_only
0,0,0.5400192757424396,8,False,1,customer_only
1,0,0.6,8,False,1,customer_only
2,0,0.449602394594256,8,False,1,customer_only
3,0,0.4463873497952859,8,False,1,customer_only
4,0,0.5593429267840302,8,False,1,customer_only
5,0,0.4046480530839883,8,False,1,customer_only
0,0,0.5400192757424396,8,False,1,both
1,0,0.6,8,False,1,both
2,0,0.449602394594256,8,False,1,both
3,0,0.4463873497952859,8,False,1,both
4,0,0.5593429267840302,8,False,1,both
5,0,0.4046480530839883,8,False,1,both
0,5,0.5400192757424396,8,True,6,domestic_only
1,0,0.6,8,True,6,domestic_only
2,4,0.449602394594256,8,True,6,domestic_only
3,3,0.4463873497952859,8,True,6,domestic_only
4,1,0.5593429267840302,8,True,6,domestic_only
5,2,0.4046480530839883,8,True,6,domestic_only
0,5,0.5400192757424396,8,True,6,customer_only
1,0,0.6,8,True,6,customer_only
2,4,0.449602394594256,8,True,6,customer_only
3,3,0.4463873497952859,8,True,6,customer_only
4,1,0.5593429267840302,8,True,6,customer_only
5,2,0.4046480530839883,8,True,6,customer_only
0,5,0.5400192757424396,8,True,6,both
1,0,0.6,8,True,6,both
2,4,0.449602394594256,8,True,6,both
3,3,0.4463873497952859,8,True,6,both
4,1,0.5593429267840302,8,True,6,both
5,2,0.4046480530839883,8,True,6,both
0,2,0.5400192757424396,8,True,3,domestic_only
1,0,0.6,8,True,3,domestic_only
2,1,0.449602394594256,8,True,3,domestic_only
3,0,0.4463873497952859,8,True,3,domestic_only
4,1,0.5593429267840302,8,True,3,domestic_only
5,2,0.4046480530839883,8,True,3,domestic_only
0,2,0.5400192757424396,8,True,3,customer_only
1,0,0.6,8,True,3,customer_only
2,1,0.449602394594256,8,True,3,customer_only
3,0,0.4463873497952859,8,True,3,customer_only
4,1,0.5593429267840302,8,True,3,customer_only
5,2,0.4046480530839883,8,True,3,customer_only
0,2,0.5400192757424396,8,True,3,both
1,0,0.6,8,True,3,both
2,1,0.449602394594256,8,True,3,both
3,0,0.4463873497952859,8,True,3,both
4,1,0.5593429267840302,8,True,3,both
5,2,0.4046480530839883,8,True,3,both
0,0,0.5400192757424396,8,True,1,domestic_only
1,0,0.6,8,True,1,domestic_only
2,0,0.449602394594256,8,True,1,domestic_only
3,0,0.4463873497952859,8,True,1,domestic_only
4,0,0.5593429267840302,8,True,1,domestic_only
5,0,0.4046480530839883,8,True,1,domestic_only
0,0,0.5400192757424396,8,True,1,customer_only
1,0,0.6,8,True,1,customer_only
2,0,0.449602394594256,8,True,1,customer_only
3,0,0.4463873497952859,8,True,1,customer_only
4,0,0.5593429267840302,8,True,1,customer_only
5,0,0.4046480530839883,8,True,1,customer_only
0,0,0.5400192757424396,8,True,1,both
1,0,0.6,8,True,1,both
2,0,0.449602394594256,8,True,1,both
3,0,0.4463873497952859,8,True,1,both
4,0,0.5593429267840302,8,True,1,both
5,0,0.4046480530839883,8,True,1,both
0,5,0.6,9,False,6,domestic_only
1,2,0.4872751050147758,9,False,6,domestic_only
2,4,0.43099616659636075,9,False,6,domestic_only
3,1,0.42714245831226866,9,False,6,domestic_only
4,3,0.4953879933160831,9,False,6,domestic_only
5,0,0.5591982767605117,9,False,6,domestic_only
0,5,0.6,9,False,6,customer_only
1,2,0.4872751050147758,9,False,6,customer_only
2,4,0.43099616659636075,9,False,6,customer_only
3,1,0.42714245831226866,9,False,6,customer_only
4,3,0.4953879933160831,9,False,6,customer_only
5,0,0.5591982767605117,9,False,6,customer_only
0,5,0.6,9,False,6,both
1,2,0.4872751050147758,9,False,6,both
2,4,0.43099616659636075,9,False,6,both
3,1,0.42714245831226866,9,False,6,both
4,3,0.4953879933160831,9,False,6,both
5,0,0.5591982767605117,9,False,6,both
0,2,0.6,9,False,3,domestic_only
1,2,0.4872751050147758,9,False,3,domestic_only
2,1,0.43099616659636075,9,False,3,domestic_only
3,1,0.42714245831226866,9,False,3,domestic_only
4,0,0.4953879933160831,9,False,3,domestic_only
5,0,0.5591982767605117,9,False,3,domestic_only
0,2,0.6,9,False,3,customer_only
1,2,0.4872751050147758,9,False,3,customer_only
2,1,0.43099616659636075,9,False,3,customer_only
3,1,0.42714245831226866,9,False,3,customer_only
4,0,0.4953879933160831,9,False,3,customer_only
5,0,0.5591982767605117,9,False,3,customer_only
0,2,0.6,9,False,3,both
1,2,0.4872751050147758,9,False,3,both
2,1,0.43099616659636075,9,False,3,both
3,1,0.42714245831226866,9,False,3,both
4,0,0.4953879933160831,9,False,3,both
5,0,0.5591982767605117,9,False,3,both
0,0,0.6,9,False,1,domestic_only
1,0,0.4872751050147758,9,False,1,domestic_only
2,0,0.43099616659636075,9,False,1,domestic_only
3,0,0.42714245831226866,9,False,1,domestic_only
4,0,0.4953879933160831,9,False,1,domestic_only
5,0,0.5591982767605117,9,False,1,domestic_only
0,0,0.6,9,False,1,customer_only
1,0,0.4872751050147758,9,False,1,customer_only
2,0,0.43099616659636075,9,False,1,customer_only
3,0,0.42714245831226866,9,False,1,customer_only
4,0,0.4953879933160831,9,False,1,customer_only
5,0,0.5591982767605117,9,False,1,customer_only
0,0,0.6,9,False,1,both
1,0,0.4872751050147758,9,False,1,both
2,0,0.43099616659636075,9,False,1,both
3,0,0.42714245831226866,9,False,1,both
4,0,0.4953879933160831,9,False,1,both
5,0,0.5591982767605117,9,False,1,both
0,5,0.6,9,True,6,domestic_only
1,2,0.4872751050147758,9,True,6,domestic_only
2,4,0.43099616659636075,9,True,6,domestic_only
3,1,0.42714245831226866,9,True,6,domestic_only
4,3,0.4953879933160831,9,True,6,domestic_only
5,0,0.5591982767605117,9,True,6,domestic_only
0,5,0.6,9,True,6,customer_only
1,2,0.4872751050147758,9,True,6,customer_only
2,4,0.43099616659636075,9,True,6,customer_only
3,1,0.42714245831226866,9,True,6,customer_only
4,3,0.4953879933160831,9,True,6,customer_only
5,0,0.5591982767605117,9,True,6,customer_only
0,5,0.6,9,True,6,both
1,2,0.4872751050147758,9,True,6,both
2,4,0.43099616659636075,9,True,6,both
3,1,0.42714245831226866,9,True,6,both
4,3,0.4953879933160831,9,True,6,both
5,0,0.5591982767605117,9,True,6,both
0,2,0.6,9,True,3,domestic_only
1,2,0.4872751050147758,9,True,3,domestic_only
2,1,0.43099616659636075,9,True,3,domestic_only
3,1,0.42714245831226866,9,True,3,domestic_only
4,0,0.4953879933160831,9,True,3,domestic_only
5,0,0.5591982767605117,9,True,3,domestic_only
0,2,0.6,9,True,3,customer_only
1,2,0.4872751050147758,9,True,3,customer_only
2,1,0.43099616659636075,9,True,3,customer_only
3,1,0.42714245831226866,9,True,3,customer_only
4,0,0.4953879933160831,9,True,3,customer_only
5,0,0.5591982767605117,9,True,3,customer_only
0,2,0.6,9,True,3,both
1,2,0.4872751050147758,9,True,3,both
2,1,0.43099616659636075,9,True,3,both
3,1,0.42714245831226866,9,True,3,both
4,0,0.4953879933160831,9,True,3,both
5,0,0.5591982767605117,9,True,3,both
0,0,0.6,9,True,1,domestic_only
1,0,0.4872751050147758,9,True,1,domestic_only
2,0,0.43099616659636075,9,True,1,domestic_only
3,0,0.42714245831226866,9,True,1,domestic_only
4,0,0.4953879933160831,9,True,1,domestic_only
5,0,0.5591982767605117,9,True,1,domestic_only
0,0,0.6,9,True,1,customer_only
1,0,0.4872751050147758,9,True,1,customer_only
2,0,0.43099616659636075,9,True,1,customer_only
3,0,0.42714245831226866,9,True,1,customer_only
4,0,0.4953879933160831,9,True,1,customer_only
5,0,0.5591982767605117,9,True,1,customer_only
0,0,0.6,9,True,1,both
1,0,0.4872751050147758,9,True,1,both
2,0,0.43099616659636075,9,True,1,both
3,0,0.42714245831226866,9,True,1,both
4,0,0.4953879933160831,9,True,1,both
5,0,0.5591982767605117,9,True,1,both
0,5,0.5179349293811343,10,False,6,domestic_only
1,1,0.49274933630306655,10,False,6,domestic_only
2,4,0.4428287664449741,10,False,6,domestic_only
3,3,0.6,10,False,6,domestic_only
4,0,0.4772989971414061,10,False,6,domestic_only
5,2,0.46918797072941887,10,False,6,domestic_only
0,5,0.5179349293811343,10,False,6,customer_only
1,1,0.49274933630306655,10,False,6,customer_only
2,4,0.4428287664449741,10,False,6,customer_only
3,3,0.6,10,False,6,customer_only
4,0,0.4772989971414061,10,False,6,customer_only
5,2,0.46918797072941887,10,False,6,customer_only
0,5,0.5179349293811343,10,False,6,both
1,1,0.49274933630306655,10,False,6,both
2,4,0.4428287664449741,10,False,6,both
3,3,0.6,10,False,6,both
4,0,0.4772989971414061,10,False,6,both
5,2,0.46918797072941887,10,False,6,both
0,2,0.5179349293811343,10,False,3,domestic_only
1,1,0.49274933630306655,10,False,3,domestic_only
2,1,0.4428287664449741,10,False,3,domestic_only
3,0,0.6,10,False,3,domestic_only
4,0,0.4772989971414061,10,False,3,domestic_only
5,2,0.46918797072941887,10,False,3,domestic_only
0,2,0.5179349293811343,10,False,3,customer_only
1,1,0.49274933630306655,10,False,3,customer_only
2,1,0.4428287664449741,10,False,3,customer_only
3,0,0.6,10,False,3,customer_only
4,0,0.4772989971414061,10,False,3,customer_only
5,2,0.46918797072941887,10,False,3,customer_only
0,2,0.5179349293811343,10,False,3,both
1,1,0.49274933630306655,10,False,3,both
2,1,0.4428287664449741,10,False,3,both
3,0,0.6,10,False,3,both
4,0,0.4772989971414061,10,False,3,both
5,2,0.46918797072941887,10,False,3,both
0,0,0.5179349293811343,10,False,1,domestic_only
1,0,0.49274933630306655,10,False,1,domestic_only
2,0,0.4428287664449741,10,False,1,domestic_only
3,0,0.6,10,False,1,domestic_only
4,0,0.4772989971414061,10,False,1,domestic_only
5,0,0.46918797072941887,10,False,1,domestic_only
0,0,0.5179349293811343,10,False,1,customer_only
1,0,0.49274933630306655,10,False,1,customer_only
2,0,0.4428287664449741,10,False,1,customer_only
3,0,0.6,10,False,1,customer_only
4,0,0.4772989971414061,10,False,1,customer_only
5,0,0.46918797072941887,10,False,1,customer_only
0,0,0.5179349293811343,10,False,1,both
1,0,0.49274933630306655,10,False,1,both
2,0,0.4428287664449741,10,False,1,both
3,0,0.6,10,False,1,both
4,0,0.4772989971414061,10,False,1,both
5,0,0.46918797072941887,10,False,1,both
0,5,0.5179349293811343,10,True,6,domestic_only
1,1,0.49274933630306655,10,True,6,domestic_only
2,4,0.4428287664449741,10,True,6,domestic_only
3,3,0.6,10,True,6,domestic_only
4,0,0.4772989971414061,10,True,6,domestic_only
5,2,0.46918797072941887,10,True,6,domestic_only
0,5,0.5179349293811343,10,True,6,customer_only
1,1,0.49274933630306655,10,True,6,customer_only
2,4,0.4428287664449741,10,True,6,customer_only
3,3,0.6,10,True,6,customer_only
4,0,0.4772989971414061,10,True,6,customer_only
5,2,0.46918797072941887,10,True,6,customer_only
0,5,0.5179349293811343,10,True,6,both
1,1,0.49274933630306655,10,True,6,both
2,4,0.4428287664449741,10,True,6,both
3,3,0.6,10,True,6,both
4,0,0.4772989971414061,10,True,6,both
5,2,0.46918797072941887,10,True,6,both
0,2,0.5179349293811343,10,True,3,domestic_only
1,1,0.49274933630306655,10,True,3,domestic_only
2,1,0.4428287664449741,10,True,3,domestic_only
3,0,0.6,10,True,3,domestic_only
4,0,0.4772989971414061,10,True,3,domestic_only
5,2,0.46918797072941887,10,True,3,domestic_only
0,2,0.5179349293811343,10,True,3,customer_only
1,1,0.49274933630306655,10,True,3,customer_only
2,1,0.4428287664449741,10,True,3,customer_only
3,0,0.6,10,True,3,customer_only
4,0,0.4772989971414061,10,True,3,customer_only
5,2,0.46918797072941887,10,True,3,customer_only
0,2,0.5179349293811343,10,True,3,both
1,1,0.49274933630306655,10,True,3,both
2,1,0.4428287664449741,10,True,3,both
3,0,0.6,10,True,3,both
4,0,0.4772989971414061,10,True,3,both
5,2,0.46918797072941887,10,True,3,both
0,0,0.5179349293811343,10,True,1,domestic_only
1,0,0.49274933630306655,10,True,1,domestic_only
2,0,0.4428287664449741,10,True,1,domestic_only
3,0,0.6,10,True,1,domestic_only
4,0,0.4772989971414061,10,True,1,domestic_only
5,0,0.46918797072941887,10,True,1,domestic_only
0,0,0.5179349293811343,10,True,1,customer_only
1,0,0.49274933630306655,10,True,1,customer_only
2,0,0.4428287664449741,10,True,1,customer_only
3,0,0.6,10,True,1,customer_only
4,0,0.4772989971414061,10,True,1,customer_only
5,0,0.46918797072941887,10,True,1,customer_only
0,0,0.5179349293811343,10,True,1,both
1,0,0.49274933630306655,10,True,1,both
2,0,0.4428287664449741,10,True,1,both
3,0,0.6,10,True,1,both
4,0,0.4772989971414061,10,True,1,both
5,0,0.46918797072941887,10,True,1,both
0,3,0.49908271825847716,11,False,6,domestic_only
1,4,0.47901232337585203,11,False,6,domestic_only
2,1,0.4,11,False,6,domestic_only
3,0,0.5667692907983956,11,False,6,domestic_only
4,5,0.49815066146200193,11,False,6,domestic_only
5,2,0.5569850061052732,11,False,6,domestic_only
0,3,0.49908271825847716,11,False,6,customer_only
1,4,0.47901232337585203,11,False,6,customer_only
2,1,0.4,11,False,6,customer_only
3,0,0.5667692907983956,11,False,6,customer_only
4,5,0.49815066146200193,11,False,6,customer_only
5,2,0.5569850061052732,11,False,6,customer_only
0,3,0.49908271825847716,11,False,6,both
1,4,0.47901232337585203,11,False,6,both
2,1,0.4,11,False,6,both
3,0,0.5667692907983956,11,False,6,both
4,5,0.49815066146200193,11,False,6,both
5,2,0.5569850061052732,11,False,6,both
0,0,0.49908271825847716,11,False,3,domestic_only
1,1,0.47901232337585203,11,False,3,domestic_only
2,1,0.4,11,False,3,domestic_only
3,0,0.5667692907983956,11,False,3,domestic_only
4,2,0.49815066146200193,11,False,3,domestic_only
5,2,0.5569850061052732,11,False,3,domestic_only
0,0,0.49908271825847716,11,False,3,customer_only
1,1,0.47901232337585203,11,False,3,customer_only
2,1,0.4,11,False,3,customer_only
3,0,0.5667692907983956,11,False,3,customer_only
4,2,0.49815066146200193,11,False,3,customer_only
5,2,0.5569850061052732,11,False,3,customer_only
0,0,0.49908271825847716,11,False,3,both
1,1,0.47901232337585203,11,False,3,both
2,1,0.4,11,False,3,both
3,0,0.5667692907983956,11,False,3,both
4,2,0.49815066146200193,11,False,3,both
5,2,0.5569850061052732,11,False,3,both
0,0,0.49908271825847716,11,False,1,domestic_only
1,0,0.47901232337585203,11,False,1,domestic_only
2,0,0.4,11,False,1,domestic_only
3,0,0.5667692907983956,11,False,1,domestic_only
4,0,0.49815066146200193,11,False,1,domestic_only
5,0,0.5569850061052732,11,False,1,domestic_only
0,0,0.49908271825847716,11,False,1,customer_only
1,0,0.47901232337585203,11,False,1,customer_only
2,0,0.4,11,False,1,customer_only
3,0,0.5667692907983956,11,False,1,customer_only
4,0,0.49815066146200193,11,False,1,customer_only
5,0,0.5569850061052732,11,False,1,customer_only
0,0,0.49908271825847716,11,False,1,both
1,0,0.47901232337585203,11,False,1,both
2,0,0.4,11,False,1,both
3,0,0.5667692907983956,11,False,1,both
4,0,0.49815066146200193,11,False,1,both
5,0,0.5569850061052732,11,False,1,both
0,3,0.49908271825847716,11,True,6,domestic_only
1,4,0.47901232337585203,11,True,6,domestic_only
